longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-118.210.000,34.040.000,37.000.000,845.000.000,249.000.000,881.000.000,252.000.000,2.245.400,165.000.000.000
-118.340.000,34.070.000,52.000.000,3.421.000.000,598.000.000,1.203.000.000,564.000.000,4.161.800,500.001.000.000
-117.880.000,34.130.000,25.000.000,2.559.000.000,654.000.000,1.674.000.000,623.000.000,2.854.700,155.600.000.000
-117.870.000,33.840.000,23.000.000,1.678.000.000,369.000.000,912.000.000,347.000.000,4.500.000,237.300.000.000
-117.340.000,34.080.000,33.000.000,4.924.000.000,1.007.000.000,3.502.000.000,953.000.000,3.233.000,99.400.000.000
-118.330.000,34.020.000,11.000.000,1.249.000.000,313.000.000,625.000.000,336.000.000,870.200,170.500.000.000
-118.330.000,33.790.000,29.000.000,4.389.000.000,873.000.000,2.069.000.000,901.000.000,4.107.100,365.600.000.000
-119.290.000,35.760.000,15.000.000,3.938.000.000,789.000.000,3.500.000.000,768.000.000,2.129.500,59.800.000.000
-117.090.000,32.620.000,37.000.000,1.538.000.000,298.000.000,867.000.000,285.000.000,3.072.900,128.700.000.000
-121.810.000,37.250.000,5.000.000,1.975.000.000,520.000.000,861.000.000,440.000.000,4.456.500,159.000.000.000
-120.290.000,37.940.000,17.000.000,1.459.000.000,297.000.000,753.000.000,271.000.000,3.050.000,144.800.000.000
-120.700.000,35.140.000,17.000.000,5.805.000.000,1.097.000.000,1.919.000.000,932.000.000,3.535.200,357.800.000.000
-118.170.000,34.060.000,36.000.000,871.000.000,201.000.000,2.862.000.000,181.000.000,2.184.500,123.800.000.000
-117.990.000,33.930.000,27.000.000,3.708.000.000,718.000.000,1.921.000.000,721.000.000,4.375.000,210.400.000.000
-118.250.000,34.220.000,30.000.000,2.062.000.000,396.000.000,1.089.000.000,375.000.000,5.536.200,301.200.000.000
-118.110.000,33.830.000,36.000.000,1.820.000.000,313.000.000,899.000.000,295.000.000,4.918.000,225.200.000.000
-122.040.000,37.330.000,22.000.000,4.011.000.000,963.000.000,2.206.000.000,879.000.000,4.572.100,351.200.000.000
-119.670.000,36.570.000,32.000.000,1.604.000.000,292.000.000,868.000.000,276.000.000,2.190.800,110.000.000.000
-119.560.000,36.710.000,37.000.000,1.609.000.000,374.000.000,1.173.000.000,344.000.000,2.181.000,59.900.000.000
-122.350.000,37.960.000,36.000.000,2.191.000.000,531.000.000,1.563.000.000,524.000.000,2.516.400,114.200.000.000
-117.080.000,32.580.000,15.000.000,1.462.000.000,274.000.000,1.002.000.000,271.000.000,3.969.800,142.700.000.000
-118.610.000,34.200.000,29.000.000,1.673.000.000,284.000.000,794.000.000,270.000.000,5.519.100,245.800.000.000
-118.240.000,34.140.000,27.000.000,2.909.000.000,1.021.000.000,2.614.000.000,935.000.000,2.144.400,229.000.000.000
-118.400.000,34.030.000,43.000.000,1.006.000.000,201.000.000,520.000.000,199.000.000,6.566.900,372.800.000.000
-116.980.000,33.260.000,12.000.000,5.898.000.000,1.002.000.000,3.129.000.000,945.000.000,4.764.700,254.100.000.000
-117.930.000,33.680.000,33.000.000,2.664.000.000,432.000.000,1.197.000.000,429.000.000,5.069.000,264.200.000.000
-122.250.000,37.470.000,38.000.000,645.000.000,124.000.000,265.000.000,103.000.000,5.468.800,305.000.000.000
-118.190.000,33.840.000,44.000.000,2.731.000.000,577.000.000,1.396.000.000,555.000.000,4.177.100,219.100.000.000
-118.450.000,34.320.000,23.000.000,3.481.000.000,641.000.000,1.952.000.000,682.000.000,4.260.000,189.400.000.000
-122.140.000,39.970.000,27.000.000,1.079.000.000,222.000.000,625.000.000,197.000.000,3.131.900,62.700.000.000
-118.300.000,34.020.000,27.000.000,2.190.000.000,626.000.000,1.768.000.000,528.000.000,1.244.600,103.800.000.000
-117.900.000,33.730.000,31.000.000,1.171.000.000,306.000.000,1.690.000.000,301.000.000,3.263.900,155.200.000.000
-121.580.000,39.150.000,38.000.000,1.756.000.000,396.000.000,837.000.000,401.000.000,1.912.200,55.500.000.000
-121.950.000,38.350.000,16.000.000,2.084.000.000,292.000.000,1.099.000.000,292.000.000,5.826.900,150.200.000.000
-117.690.000,34.070.000,35.000.000,3.222.000.000,559.000.000,1.970.000.000,550.000.000,3.708.300,131.000.000.000
-117.080.000,32.740.000,35.000.000,1.434.000.000,253.000.000,753.000.000,228.000.000,2.381.200,135.100.000.000
-118.290.000,34.000.000,41.000.000,1.807.000.000,493.000.000,1.731.000.000,471.000.000,1.234.700,111.700.000.000
-123.800.000,39.460.000,35.000.000,1.718.000.000,345.000.000,698.000.000,299.000.000,2.924.300,131.600.000.000
-119.120.000,35.330.000,4.000.000,8.574.000.000,1.489.000.000,4.250.000.000,1.444.000.000,5.103.600,103.400.000.000
-121.800.000,37.340.000,20.000.000,2.686.000.000,414.000.000,1.507.000.000,405.000.000,5.806.800,263.900.000.000
-117.090.000,32.750.000,19.000.000,2.739.000.000,707.000.000,2.004.000.000,622.000.000,1.631.800,117.700.000.000
-122.130.000,37.430.000,40.000.000,3.454.000.000,648.000.000,1.498.000.000,647.000.000,5.211.400,438.400.000.000
-117.980.000,33.760.000,24.000.000,1.880.000.000,405.000.000,967.000.000,418.000.000,4.454.500,192.500.000.000
-122.330.000,37.940.000,43.000.000,1.876.000.000,389.000.000,807.000.000,377.000.000,3.157.100,141.600.000.000
-121.440.000,38.540.000,39.000.000,2.855.000.000,574.000.000,1.217.000.000,562.000.000,3.240.400,93.600.000.000
-118.020.000,33.700.000,23.000.000,5.069.000.000,770.000.000,2.473.000.000,769.000.000,6.304.700,285.700.000.000
-117.880.000,33.840.000,26.000.000,1.499.000.000,290.000.000,755.000.000,277.000.000,3.589.300,238.500.000.000
-120.460.000,37.310.000,35.000.000,2.042.000.000,378.000.000,953.000.000,356.000.000,2.734.400,87.800.000.000
-118.310.000,33.720.000,26.000.000,2.711.000.000,508.000.000,1.372.000.000,459.000.000,4.145.100,326.700.000.000
-117.820.000,33.670.000,17.000.000,2.895.000.000,439.000.000,1.588.000.000,450.000.000,6.276.000,290.700.000.000
-117.990.000,33.870.000,17.000.000,2.334.000.000,537.000.000,1.662.000.000,535.000.000,3.014.700,217.000.000.000
-119.800.000,36.860.000,7.000.000,6.434.000.000,1.201.000.000,2.733.000.000,1.045.000.000,3.765.600,145.000.000.000
-121.470.000,38.580.000,43.000.000,3.807.000.000,952.000.000,1.484.000.000,850.000.000,2.326.600,137.500.000.000
-117.600.000,33.870.000,15.000.000,7.626.000.000,1.570.000.000,3.823.000.000,1.415.000.000,3.441.900,138.100.000.000
-117.100.000,32.750.000,11.000.000,2.393.000.000,726.000.000,1.905.000.000,711.000.000,1.344.800,91.300.000.000
-117.880.000,33.760.000,17.000.000,1.768.000.000,474.000.000,1.079.000.000,436.000.000,1.782.300,205.300.000.000
-118.350.000,33.990.000,48.000.000,2.741.000.000,439.000.000,1.115.000.000,459.000.000,5.051.400,269.100.000.000
-121.810.000,37.310.000,14.000.000,2.731.000.000,578.000.000,1.109.000.000,551.000.000,3.138.200,139.700.000.000
-120.430.000,34.900.000,30.000.000,2.388.000.000,393.000.000,1.117.000.000,375.000.000,4.105.800,164.000.000.000
-118.190.000,34.050.000,29.000.000,855.000.000,199.000.000,785.000.000,169.000.000,2.696.400,122.200.000.000
-117.890.000,33.910.000,33.000.000,1.264.000.000,224.000.000,527.000.000,227.000.000,3.732.100,216.500.000.000
-118.270.000,34.020.000,21.000.000,1.314.000.000,375.000.000,1.505.000.000,366.000.000,2.319.000,97.200.000.000
-116.730.000,34.520.000,16.000.000,1.247.000.000,315.000.000,433.000.000,159.000.000,1.056.800,75.000.000.000
-121.500.000,38.520.000,37.000.000,2.008.000.000,466.000.000,1.261.000.000,427.000.000,2.257.400,59.100.000.000
-120.610.000,35.120.000,16.000.000,1.671.000.000,354.000.000,935.000.000,340.000.000,2.579.200,163.800.000.000
-120.630.000,36.980.000,20.000.000,2.380.000.000,489.000.000,1.581.000.000,505.000.000,2.059.500,61.300.000.000
-117.060.000,32.590.000,13.000.000,3.920.000.000,775.000.000,2.814.000.000,760.000.000,4.061.600,148.800.000.000
-119.020.000,35.420.000,40.000.000,1.912.000.000,439.000.000,1.015.000.000,413.000.000,1.459.800,52.600.000.000
-118.140.000,34.030.000,38.000.000,1.447.000.000,293.000.000,1.042.000.000,284.000.000,4.137.500,211.500.000.000
-118.310.000,33.730.000,52.000.000,2.025.000.000,361.000.000,957.000.000,363.000.000,4.205.900,350.000.000.000
-121.940.000,38.370.000,14.000.000,1.156.000.000,216.000.000,574.000.000,227.000.000,3.239.600,143.800.000.000
-122.510.000,37.920.000,32.000.000,2.622.000.000,541.000.000,1.022.000.000,464.000.000,3.764.700,375.000.000.000
-119.450.000,36.160.000,27.000.000,2.119.000.000,373.000.000,1.268.000.000,345.000.000,2.815.200,106.900.000.000
-118.190.000,33.970.000,27.000.000,2.911.000.000,972.000.000,3.559.000.000,945.000.000,1.948.500,146.300.000.000
-116.710.000,33.750.000,25.000.000,10.665.000.000,2.161.000.000,1.874.000.000,852.000.000,3.062.500,150.500.000.000
-118.280.000,33.990.000,35.000.000,1.138.000.000,304.000.000,1.128.000.000,311.000.000,1.881.800,100.000.000.000
-118.120.000,33.850.000,37.000.000,2.584.000.000,453.000.000,1.333.000.000,481.000.000,4.366.100,219.900.000.000
-122.530.000,37.630.000,27.000.000,2.589.000.000,658.000.000,1.386.000.000,608.000.000,2.908.700,228.200.000.000
-121.060.000,37.730.000,5.000.000,2.256.000.000,420.000.000,1.246.000.000,397.000.000,4.923.600,155.900.000.000
-120.880.000,38.450.000,25.000.000,1.374.000.000,297.000.000,657.000.000,288.000.000,2.547.600,97.900.000.000
-117.110.000,32.580.000,12.000.000,1.086.000.000,294.000.000,870.000.000,290.000.000,2.421.300,132.500.000.000
-117.900.000,33.650.000,27.000.000,3.310.000.000,598.000.000,1.402.000.000,563.000.000,6.632.000,441.100.000.000
-121.870.000,37.660.000,52.000.000,775.000.000,134.000.000,315.000.000,123.000.000,5.067.700,233.300.000.000
-121.300.000,37.960.000,52.000.000,1.354.000.000,314.000.000,679.000.000,311.000.000,1.778.800,97.400.000.000
-117.800.000,33.850.000,16.000.000,4.151.000.000,637.000.000,1.558.000.000,604.000.000,5.806.000,304.900.000.000
-118.550.000,34.200.000,31.000.000,1.963.000.000,420.000.000,1.494.000.000,415.000.000,3.531.300,211.800.000.000
-118.440.000,34.240.000,36.000.000,1.660.000.000,301.000.000,1.225.000.000,307.000.000,4.095.000,184.000.000.000
-117.910.000,33.880.000,34.000.000,1.851.000.000,291.000.000,784.000.000,290.000.000,5.233.600,235.600.000.000
-118.510.000,34.230.000,27.000.000,4.580.000.000,918.000.000,2.252.000.000,850.000.000,4.792.600,454.400.000.000
-119.150.000,34.170.000,23.000.000,2.239.000.000,537.000.000,784.000.000,497.000.000,1.603.800,194.300.000.000
-122.080.000,37.900.000,32.000.000,1.075.000.000,170.000.000,486.000.000,173.000.000,5.049.900,306.800.000.000
-122.410.000,37.710.000,28.000.000,5.015.000.000,1.240.000.000,3.900.000.000,1.029.000.000,1.226.900,181.900.000.000
-122.220.000,37.470.000,35.000.000,367.000.000,113.000.000,398.000.000,109.000.000,2.500.000,166.700.000.000
-117.870.000,33.920.000,17.000.000,4.575.000.000,764.000.000,2.054.000.000,737.000.000,6.057.100,272.400.000.000
-122.000.000,36.970.000,30.000.000,1.029.000.000,242.000.000,753.000.000,249.000.000,3.120.500,240.500.000.000
-117.070.000,32.600.000,13.000.000,1.607.000.000,435.000.000,983.000.000,400.000.000,2.290.300,106.300.000.000
-118.160.000,34.060.000,27.000.000,1.675.000.000,274.000.000,785.000.000,275.000.000,5.828.000,301.100.000.000
-117.050.000,33.030.000,16.000.000,87.000.000,20.000.000,32.000.000,21.000.000,4.357.100,144.600.000.000
-117.240.000,33.200.000,26.000.000,1.701.000.000,404.000.000,989.000.000,367.000.000,2.511.900,171.700.000.000
-119.730.000,34.450.000,44.000.000,2.261.000.000,328.000.000,763.000.000,294.000.000,6.744.900,415.600.000.000
-117.320.000,33.170.000,18.000.000,2.143.000.000,299.000.000,828.000.000,283.000.000,4.238.300,239.000.000.000
-121.830.000,37.270.000,14.000.000,2.855.000.000,380.000.000,1.420.000.000,383.000.000,6.671.200,311.500.000.000
-122.320.000,40.420.000,17.000.000,3.019.000.000,578.000.000,1.538.000.000,545.000.000,2.793.000,76.500.000.000
-121.770.000,36.940.000,18.000.000,1.063.000.000,341.000.000,1.033.000.000,313.000.000,2.019.200,171.300.000.000
-118.270.000,33.790.000,39.000.000,1.513.000.000,365.000.000,1.227.000.000,354.000.000,3.392.900,184.600.000.000
-117.930.000,33.830.000,30.000.000,1.561.000.000,381.000.000,1.104.000.000,391.000.000,3.375.000,201.900.000.000
-117.110.000,32.820.000,17.000.000,1.787.000.000,330.000.000,1.341.000.000,314.000.000,2.875.000,112.500.000.000
-119.230.000,35.740.000,16.000.000,2.275.000.000,659.000.000,1.914.000.000,614.000.000,2.033.000,68.400.000.000
-122.470.000,37.710.000,42.000.000,1.961.000.000,427.000.000,1.211.000.000,409.000.000,3.515.600,239.400.000.000
-121.930.000,36.630.000,41.000.000,1.049.000.000,198.000.000,428.000.000,183.000.000,4.357.100,287.500.000.000
-117.280.000,33.020.000,21.000.000,2.736.000.000,585.000.000,1.251.000.000,576.000.000,4.235.600,347.700.000.000
-118.990.000,35.240.000,40.000.000,282.000.000,59.000.000,213.000.000,71.000.000,2.350.000,91.700.000.000
-119.140.000,36.230.000,22.000.000,2.935.000.000,523.000.000,1.927.000.000,530.000.000,2.587.500,70.400.000.000
-122.420.000,40.590.000,24.000.000,5.045.000.000,972.000.000,2.220.000.000,979.000.000,2.679.200,138.900.000.000
-117.090.000,32.660.000,37.000.000,1.232.000.000,330.000.000,1.086.000.000,330.000.000,1.638.900,114.300.000.000
-118.140.000,34.700.000,36.000.000,1.205.000.000,317.000.000,678.000.000,290.000.000,2.018.200,98.400.000.000
-122.040.000,36.980.000,35.000.000,2.155.000.000,355.000.000,866.000.000,335.000.000,5.618.800,404.700.000.000
-117.020.000,32.800.000,31.000.000,2.692.000.000,445.000.000,1.129.000.000,450.000.000,4.458.300,170.000.000.000
-117.290.000,34.490.000,3.000.000,7.689.000.000,1.545.000.000,3.804.000.000,1.399.000.000,3.387.100,111.800.000.000
-122.090.000,37.210.000,15.000.000,1.969.000.000,332.000.000,822.000.000,324.000.000,7.877.400,394.900.000.000
-121.010.000,37.650.000,47.000.000,1.713.000.000,334.000.000,570.000.000,297.000.000,2.196.900,149.400.000.000
-116.770.000,33.080.000,13.000.000,1.406.000.000,260.000.000,737.000.000,279.000.000,5.584.200,239.100.000.000
-121.960.000,37.340.000,36.000.000,844.000.000,153.000.000,373.000.000,160.000.000,5.791.000,254.100.000.000
-119.700.000,34.420.000,41.000.000,725.000.000,239.000.000,582.000.000,214.000.000,3.166.700,362.500.000.000
-119.460.000,35.170.000,40.000.000,4.164.000.000,812.000.000,1.998.000.000,773.000.000,2.832.300,50.800.000.000
-122.010.000,37.300.000,25.000.000,4.044.000.000,551.000.000,1.699.000.000,533.000.000,8.083.700,380.600.000.000
-118.060.000,33.830.000,22.000.000,5.290.000.000,1.054.000.000,2.812.000.000,1.021.000.000,4.530.000,226.400.000.000
-118.400.000,34.190.000,30.000.000,521.000.000,126.000.000,306.000.000,129.000.000,4.112.500,216.700.000.000
-119.630.000,34.440.000,37.000.000,3.188.000.000,442.000.000,984.000.000,376.000.000,9.452.200,500.001.000.000
-117.890.000,33.770.000,29.000.000,2.577.000.000,445.000.000,1.849.000.000,470.000.000,4.473.200,194.800.000.000
-119.540.000,36.520.000,16.000.000,2.703.000.000,415.000.000,1.106.000.000,372.000.000,4.204.500,120.900.000.000
-118.430.000,34.170.000,33.000.000,1.679.000.000,404.000.000,933.000.000,412.000.000,2.697.900,266.000.000.000
-117.100.000,32.580.000,33.000.000,393.000.000,76.000.000,330.000.000,80.000.000,4.102.900,122.700.000.000
-122.280.000,37.790.000,30.000.000,4.145.000.000,869.000.000,3.668.000.000,855.000.000,2.544.400,275.000.000.000
-118.320.000,34.110.000,48.000.000,4.472.000.000,1.579.000.000,2.796.000.000,1.397.000.000,2.397.400,410.700.000.000
-118.420.000,34.020.000,28.000.000,3.167.000.000,737.000.000,1.248.000.000,665.000.000,3.194.100,394.700.000.000
-119.560.000,36.510.000,9.000.000,3.860.000.000,809.000.000,2.157.000.000,770.000.000,2.503.300,70.100.000.000
-122.420.000,37.780.000,19.000.000,4.065.000.000,1.645.000.000,2.079.000.000,1.470.000.000,3.146.200,187.500.000.000
-120.910.000,37.730.000,31.000.000,840.000.000,154.000.000,429.000.000,150.000.000,2.406.300,170.200.000.000
-122.080.000,37.590.000,16.000.000,1.816.000.000,365.000.000,1.367.000.000,355.000.000,4.235.000,156.300.000.000
-121.770.000,37.310.000,16.000.000,1.649.000.000,228.000.000,769.000.000,230.000.000,6.645.500,302.600.000.000
-117.050.000,33.030.000,14.000.000,5.180.000.000,1.051.000.000,1.639.000.000,991.000.000,4.500.000,222.200.000.000
-121.950.000,37.260.000,34.000.000,1.482.000.000,255.000.000,584.000.000,246.000.000,5.512.100,264.700.000.000
-119.030.000,35.420.000,45.000.000,1.628.000.000,352.000.000,754.000.000,334.000.000,2.570.300,62.400.000.000
-121.530.000,38.600.000,25.000.000,5.154.000.000,1.105.000.000,3.196.000.000,1.073.000.000,2.756.600,80.200.000.000
-118.160.000,33.960.000,24.000.000,1.635.000.000,507.000.000,2.480.000.000,481.000.000,2.443.200,187.500.000.000
-121.890.000,36.600.000,40.000.000,626.000.000,164.000.000,337.000.000,150.000.000,2.791.700,225.000.000.000
-117.070.000,33.670.000,11.000.000,939.000.000,187.000.000,557.000.000,190.000.000,2.375.000,145.800.000.000
-122.390.000,37.590.000,32.000.000,4.497.000.000,730.000.000,1.846.000.000,715.000.000,6.132.300,500.001.000.000
-118.440.000,34.050.000,32.000.000,1.880.000.000,435.000.000,798.000.000,417.000.000,4.710.900,500.000.000.000
-121.350.000,38.040.000,5.000.000,4.303.000.000,613.000.000,2.206.000.000,621.000.000,5.584.200,159.100.000.000
-122.420.000,37.760.000,52.000.000,4.407.000.000,1.192.000.000,2.280.000.000,1.076.000.000,3.393.700,270.000.000.000
-118.020.000,33.940.000,33.000.000,2.382.000.000,404.000.000,1.339.000.000,389.000.000,5.301.600,192.200.000.000
-121.320.000,38.030.000,16.000.000,4.045.000.000,623.000.000,1.862.000.000,625.000.000,4.875.000,143.100.000.000
-118.380.000,34.050.000,49.000.000,702.000.000,143.000.000,458.000.000,187.000.000,4.895.800,333.600.000.000
-119.290.000,36.540.000,18.000.000,2.581.000.000,628.000.000,2.732.000.000,592.000.000,1.842.900,58.300.000.000
-117.760.000,33.540.000,28.000.000,2.250.000.000,329.000.000,826.000.000,323.000.000,6.925.700,466.400.000.000
-122.290.000,38.290.000,52.000.000,3.217.000.000,742.000.000,1.670.000.000,671.000.000,2.439.800,163.100.000.000
-117.800.000,33.810.000,14.000.000,1.206.000.000,142.000.000,572.000.000,149.000.000,8.847.000,388.700.000.000
-121.950.000,37.350.000,52.000.000,2.382.000.000,523.000.000,1.096.000.000,492.000.000,4.265.600,236.100.000.000
-117.870.000,33.990.000,21.000.000,2.837.000.000,515.000.000,2.031.000.000,555.000.000,4.927.100,209.700.000.000
-121.460.000,38.560.000,52.000.000,907.000.000,180.000.000,479.000.000,177.000.000,2.212.500,104.000.000.000
-117.990.000,34.080.000,11.000.000,2.399.000.000,527.000.000,2.307.000.000,531.000.000,3.562.500,141.000.000.000
-121.530.000,38.500.000,17.000.000,3.087.000.000,477.000.000,1.365.000.000,495.000.000,6.466.700,216.800.000.000
-121.140.000,37.520.000,37.000.000,1.358.000.000,231.000.000,586.000.000,214.000.000,3.164.500,170.800.000.000
-118.290.000,33.890.000,35.000.000,2.810.000.000,614.000.000,1.578.000.000,601.000.000,3.590.000,200.600.000.000
-117.100.000,33.090.000,5.000.000,12.045.000.000,2.162.000.000,5.640.000.000,1.997.000.000,4.437.500,353.000.000.000
-123.200.000,39.230.000,26.000.000,786.000.000,168.000.000,494.000.000,161.000.000,2.358.300,105.400.000.000
-117.120.000,32.760.000,26.000.000,1.221.000.000,331.000.000,620.000.000,296.000.000,2.482.100,123.600.000.000
-120.440.000,34.960.000,30.000.000,1.685.000.000,315.000.000,1.290.000.000,368.000.000,3.472.200,112.500.000.000
-115.560.000,32.780.000,34.000.000,2.856.000.000,555.000.000,1.627.000.000,522.000.000,3.208.300,76.200.000.000
-121.470.000,38.560.000,51.000.000,2.083.000.000,559.000.000,874.000.000,524.000.000,2.022.100,95.800.000.000
-121.680.000,37.930.000,44.000.000,1.014.000.000,225.000.000,704.000.000,238.000.000,1.655.400,119.400.000.000
-118.100.000,34.140.000,26.000.000,6.262.000.000,1.645.000.000,3.001.000.000,1.505.000.000,3.657.200,213.200.000.000
-118.430.000,34.220.000,34.000.000,1.588.000.000,360.000.000,1.080.000.000,340.000.000,3.660.000,184.600.000.000
-120.970.000,37.660.000,19.000.000,1.974.000.000,393.000.000,799.000.000,377.000.000,3.128.600,137.500.000.000
-119.340.000,34.390.000,27.000.000,669.000.000,131.000.000,314.000.000,106.000.000,2.465.900,231.300.000.000
-118.500.000,34.200.000,34.000.000,1.617.000.000,344.000.000,938.000.000,305.000.000,3.915.000,217.700.000.000
-120.980.000,38.670.000,13.000.000,3.432.000.000,516.000.000,1.286.000.000,470.000.000,5.584.000,186.600.000.000
-118.350.000,34.000.000,28.000.000,3.085.000.000,621.000.000,1.162.000.000,558.000.000,3.250.000,301.000.000.000
-122.490.000,38.220.000,33.000.000,1.486.000.000,290.000.000,781.000.000,274.000.000,3.564.700,251.800.000.000
-118.320.000,33.970.000,46.000.000,1.504.000.000,270.000.000,814.000.000,306.000.000,4.391.900,157.100.000.000
-117.130.000,32.690.000,36.000.000,1.469.000.000,400.000.000,1.271.000.000,340.000.000,1.043.000,90.100.000.000
-117.030.000,33.000.000,6.000.000,6.139.000.000,793.000.000,2.693.000.000,770.000.000,7.756.900,387.400.000.000
-122.260.000,38.020.000,5.000.000,3.846.000.000,786.000.000,2.053.000.000,716.000.000,5.047.300,184.800.000.000
-117.270.000,32.850.000,26.000.000,1.373.000.000,336.000.000,608.000.000,268.000.000,4.425.000,475.000.000.000
-117.940.000,33.860.000,36.000.000,2.824.000.000,493.000.000,1.394.000.000,507.000.000,4.647.700,194.700.000.000
-119.310.000,34.700.000,19.000.000,961.000.000,218.000.000,479.000.000,138.000.000,3.343.800,156.300.000.000
-122.100.000,37.610.000,35.000.000,2.361.000.000,458.000.000,1.727.000.000,467.000.000,4.528.100,173.600.000.000
-118.000.000,33.900.000,35.000.000,1.942.000.000,332.000.000,1.127.000.000,325.000.000,4.514.400,206.300.000.000
-117.370.000,33.980.000,43.000.000,2.862.000.000,772.000.000,1.878.000.000,675.000.000,2.115.100,96.700.000.000
-121.520.000,38.650.000,17.000.000,1.269.000.000,233.000.000,494.000.000,231.000.000,3.961.500,331.300.000.000
-118.460.000,34.070.000,42.000.000,2.564.000.000,460.000.000,913.000.000,414.000.000,9.222.500,500.001.000.000
-118.040.000,34.070.000,39.000.000,1.382.000.000,315.000.000,1.090.000.000,308.000.000,3.812.500,174.000.000.000
-118.080.000,33.880.000,27.000.000,923.000.000,186.000.000,1.014.000.000,204.000.000,3.825.000,159.500.000.000
-122.430.000,37.800.000,52.000.000,2.788.000.000,813.000.000,1.302.000.000,764.000.000,4.199.000,400.000.000.000
-119.290.000,34.370.000,41.000.000,1.408.000.000,311.000.000,793.000.000,264.000.000,2.544.100,161.200.000.000
-122.040.000,37.000.000,52.000.000,3.365.000.000,644.000.000,796.000.000,333.000.000,2.971.200,116.600.000.000
-115.570.000,32.790.000,50.000.000,1.291.000.000,277.000.000,864.000.000,274.000.000,1.666.700,68.100.000.000
-117.560.000,34.420.000,6.000.000,4.264.000.000,749.000.000,2.005.000.000,666.000.000,3.469.500,138.800.000.000
-120.630.000,38.680.000,14.000.000,1.821.000.000,316.000.000,769.000.000,266.000.000,3.078.900,131.700.000.000
-118.320.000,34.090.000,44.000.000,2.666.000.000,830.000.000,2.297.000.000,726.000.000,1.676.000,208.800.000.000
-118.350.000,34.080.000,52.000.000,1.710.000.000,350.000.000,727.000.000,355.000.000,4.583.300,333.900.000.000
-122.270.000,37.510.000,36.000.000,1.406.000.000,224.000.000,598.000.000,237.000.000,5.896.400,414.800.000.000
-119.060.000,35.330.000,14.000.000,5.264.000.000,1.064.000.000,3.278.000.000,1.049.000.000,3.811.700,82.800.000.000
-117.150.000,32.900.000,12.000.000,1.681.000.000,381.000.000,1.050.000.000,362.000.000,4.200.800,176.100.000.000
-122.470.000,37.760.000,39.000.000,3.200.000.000,689.000.000,1.391.000.000,618.000.000,3.634.600,338.000.000.000
-122.030.000,37.310.000,19.000.000,2.885.000.000,859.000.000,1.520.000.000,784.000.000,3.375.000,275.700.000.000
-119.310.000,36.320.000,23.000.000,2.945.000.000,592.000.000,1.419.000.000,532.000.000,2.573.300,88.800.000.000
-120.580.000,38.770.000,15.000.000,2.155.000.000,394.000.000,857.000.000,356.000.000,4.030.000,141.200.000.000
-117.210.000,34.490.000,14.000.000,2.125.000.000,348.000.000,1.067.000.000,360.000.000,3.633.300,116.200.000.000
-122.080.000,37.650.000,35.000.000,1.813.000.000,393.000.000,1.093.000.000,374.000.000,3.681.800,165.400.000.000
-122.250.000,40.150.000,15.000.000,1.677.000.000,346.000.000,858.000.000,327.000.000,2.437.500,59.200.000.000
-118.210.000,34.140.000,44.000.000,1.681.000.000,407.000.000,1.105.000.000,387.000.000,3.222.200,186.500.000.000
-122.140.000,37.730.000,51.000.000,2.619.000.000,403.000.000,922.000.000,393.000.000,4.604.200,251.900.000.000
-121.590.000,39.770.000,24.000.000,1.535.000.000,276.000.000,664.000.000,273.000.000,2.306.800,97.300.000.000
-122.190.000,37.470.000,44.000.000,1.371.000.000,263.000.000,589.000.000,301.000.000,4.806.800,312.300.000.000
-120.440.000,34.950.000,38.000.000,3.004.000.000,794.000.000,2.601.000.000,747.000.000,2.274.300,106.400.000.000
-121.780.000,37.310.000,7.000.000,1.973.000.000,328.000.000,1.047.000.000,303.000.000,6.234.000,292.200.000.000
-118.240.000,34.200.000,41.000.000,2.067.000.000,452.000.000,1.282.000.000,455.000.000,5.575.600,309.900.000.000
-121.570.000,39.160.000,33.000.000,2.033.000.000,375.000.000,914.000.000,330.000.000,2.696.400,68.500.000.000
-119.840.000,36.830.000,17.000.000,2.273.000.000,298.000.000,700.000.000,263.000.000,6.864.500,195.900.000.000
-119.290.000,34.440.000,34.000.000,4.314.000.000,878.000.000,2.361.000.000,831.000.000,3.227.900,243.100.000.000
-118.140.000,34.180.000,52.000.000,1.700.000.000,317.000.000,996.000.000,329.000.000,3.968.800,175.000.000.000
-119.570.000,36.100.000,37.000.000,1.676.000.000,316.000.000,707.000.000,274.000.000,2.059.500,60.700.000.000
-121.800.000,37.320.000,23.000.000,1.829.000.000,346.000.000,1.277.000.000,324.000.000,4.809.200,217.400.000.000
-118.130.000,34.160.000,52.000.000,1.596.000.000,314.000.000,1.024.000.000,292.000.000,3.671.900,227.900.000.000
-121.900.000,37.460.000,29.000.000,2.385.000.000,513.000.000,1.788.000.000,510.000.000,3.842.100,220.700.000.000
-121.920.000,37.330.000,52.000.000,2.962.000.000,557.000.000,1.215.000.000,506.000.000,4.776.800,301.100.000.000
-123.100.000,39.360.000,19.000.000,1.056.000.000,248.000.000,611.000.000,226.000.000,1.746.000,105.000.000.000
-122.860.000,40.560.000,12.000.000,1.350.000.000,300.000.000,423.000.000,172.000.000,1.739.300,81.300.000.000
